Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MB-4898,-0.24913569,0.46123835,-0.41893432,-0.48447388,-0.2528885,0.20591477,-0.034947038,-0.026248395,0.5583945,-0.40189728,0.3753111,0.07723838,0.3428758,0.33186147,-0.110490784,-0.37185407,-0.06433501,0.12618485,-0.035785906,0.37893683,0.046385646,-0.35715345,0.35911518,-0.5661629,-0.40843594,-0.45727432,-0.19071734,-0.4781845,0.25880307,-0.4514382,-0.20307541,0.21628226,-0.034818713,0.4029945,-0.5671293,-0.12952474,0.59174,0.10203676,-0.17255552,0.256271,0.073232815,-0.006907806,0.09787752,-0.121987045,0.10872448,0.20494115,-0.4145663,0.75744134,-0.12333302,-0.040615316,0.13326,-0.10167163,0.31903052,0.016504506,-0.20015663,0.31882396,-0.23702501,-0.37812972,-0.24648154,-0.008802071,-0.09893937,-0.11544879,0.48754364,0.1518194,-0.06887224,0.14267135,0.23551607,-0.38006085,0.114383355,-0.11445424,0.02034583,-0.3520604,0.4391724,0.28000584,0.100357935,-0.09449764,-0.387564,-0.27095422,-0.005878534,-0.5231925,0.21368828,-0.17476706,0.4509254,-0.2272264,0.3378242,-0.17473443,-0.52664244,0.6047497,0.43650192,0.48670208,0.75852025,-0.08922355,-0.59248525,0.20737079,0.8238058,-0.43591285,-0.056503624,-0.22652599,-0.010367766,-0.49590313
MB-4899,-0.13372293,-0.34185413,-0.23363481,-0.43640888,-0.1609382,0.18385518,-0.043648466,-0.17332299,0.043700457,-0.14501923,-0.052814797,0.17080443,-0.16864508,0.19793887,-0.08041772,-0.2828003,-0.09915443,0.29207274,0.1706801,-0.013512302,0.057664514,0.007611215,0.44430482,0.26860568,0.13088742,-0.17306425,-0.18478663,-0.29596746,0.04695653,0.0867007,-0.19966197,0.24149281,0.18166703,0.057632953,-0.14249475,0.25870383,0.1221012,0.333311,0.14898193,0.35373417,0.05614682,0.07964433,0.37546152,0.33258647,-0.06396642,-0.3217315,0.14710423,-0.19946064,-0.009292692,0.20935036,-0.13770911,-0.0040336847,0.1798323,-0.2198222,0.34971282,0.038376413,0.061404027,-0.26318973,-0.26969123,0.19202319,0.031426832,0.16415763,0.010838602,-0.35490802,0.20671672,-0.06522923,0.38445193,0.040628605,-0.041756272,-0.06814871,-0.06636219,0.20595363,0.28081775,0.40976822,0.07334478,-0.25700644,-0.052435648,0.11559529,-0.27512717,-0.16506374,-0.14813858,-0.23557559,0.12982756,0.30733293,0.05378732,-0.10429542,-0.27506736,-0.36550653,0.3515407,0.2579171,-0.06955482,0.28274116,0.2828148,0.20959195,0.18254666,-0.072832346,-0.30157757,0.31337196,-0.45179853,0.31918827
MB-4900,-0.2975943,-0.26569945,-0.13882874,-0.2845138,0.4653247,0.06921591,0.81803906,-0.089052886,-0.39180905,-0.30503562,0.43497342,0.04953293,-0.20639056,0.7025078,0.09094466,0.44500706,0.09201429,-0.153051,0.031835943,-0.37356246,-0.31563246,-0.31371856,0.13699466,0.044374056,-0.017313033,0.32913357,-0.012659799,-0.18707667,-0.33181983,-0.033130758,-0.14838856,0.41260356,0.20732705,0.32270882,0.28706762,0.08836399,0.058449022,-0.044335365,0.29808816,-0.3153482,-0.6067582,-0.21490856,0.05380981,0.29312634,-0.06100008,0.08488598,0.13135031,0.78618526,0.34835255,0.101634406,-0.16717006,0.20562416,-0.049542256,-0.17564824,0.47157162,-0.23426345,0.3582097,0.417981,0.091164485,-0.24868038,-0.2781089,0.12997337,-0.4528635,-0.3662604,0.3776262,-0.16984119,0.14976652,0.042910837,0.14542922,0.50646937,0.21249597,-0.3190999,-0.38437304,-0.19922003,0.17543875,-0.17243144,0.06009513,-0.1647017,-0.14355008,-0.39772323,0.01073014,0.16632004,0.17917039,0.4268208,-0.036129944,0.4504451,0.32211548,-0.29138115,0.20563254,0.47044897,-0.08042213,-0.45009416,-0.24285358,0.62914467,0.029965617,-0.49125195,-0.26487774,0.051534265,-0.56100786,0.38467082
MB-4904,-0.30307585,0.1702272,-0.09292694,0.15297681,-0.4662351,0.57512784,0.66142166,-0.24565923,0.28328502,-0.049895734,-0.36824188,-0.29299092,-0.19081688,-0.17043944,-0.49866527,0.20175897,0.18631291,0.1812445,0.32852814,-0.14689353,-0.22085531,0.2730116,0.27705747,-0.06900984,-0.17660308,0.17724076,-0.2729633,0.3029689,-0.6326432,-0.0797586,0.346787,0.23035929,0.22610588,-0.07102559,-0.40416265,0.12183419,-0.20953146,-0.16207588,0.04895207,0.32132712,0.5885437,0.16047943,0.2419454,-0.106709376,0.07868062,0.11978394,-0.30674917,0.12279503,0.6177019,0.18463258,0.3796829,0.13349217,0.45043734,0.4482618,0.16923295,-0.24949627,0.3878944,-0.019054152,-0.3238816,-0.09211323,0.47270313,-0.13518012,-0.20589925,-0.34290168,0.2645553,-0.25741196,0.15995696,0.0586127,-0.37517652,0.21125966,0.12384516,-0.13697016,0.14407025,0.40474677,-0.1956166,0.46393037,-0.30650583,0.28898567,0.078944765,0.35775617,0.338312,-0.21757156,0.39831227,0.17786661,-0.031388894,-0.028824909,-0.54320604,-0.20541899,0.0071083084,0.22428803,0.58589125,0.4406035,-0.49276274,-0.20085777,-0.020579826,0.24208912,-0.23169667,-0.338202,-0.09270893,0.07685962
MB-4908,-0.39407727,0.5599913,-0.56279373,-0.48016933,0.21741565,-0.44272143,0.52662635,0.10548324,0.68626523,0.55254084,-0.112747535,-0.75183874,0.094344825,-0.6320773,0.6571275,-0.06565842,-0.028096057,0.002608925,0.37485713,0.12187971,-0.3251603,-0.25572065,0.18814823,-0.36204842,-0.6744607,-0.081278294,0.025237951,-0.86815536,-0.30151418,-0.23149587,0.24586803,0.15513489,-0.22995004,0.54147995,-0.10700193,0.03327713,0.084937364,-0.23496678,0.031539083,-0.08393539,-0.16559824,-0.028883547,-0.05530535,-0.3567587,-0.3304085,-0.6084707,-0.040847287,0.23710585,0.39123765,-0.041994303,-0.3138584,-0.4088752,0.0600695,-0.056026667,0.37940878,-0.04765007,0.1453295,0.21803212,0.004045807,0.42498234,-0.31768966,0.5198591,-0.100345805,-0.36160457,0.5669042,0.051695272,-0.06352383,0.052746207,-0.22671603,-0.09136914,0.577505,0.26253304,-0.36168456,-0.2966531,-0.13247868,-0.06995738,-0.1237237,0.4506362,-0.69954264,0.50900614,-0.3519374,-0.35171375,-0.13120085,-0.022849333,0.3221423,0.49967113,-0.076579295,0.17553096,0.3375176,0.47423646,0.5600781,-0.09353222,0.008342296,-0.18467394,-0.18949947,-0.24028537,-0.18736428,0.22278616,-0.6558351,-0.4018785
MB-4911,0.21481065,-0.15154599,-0.27678448,-0.23929022,0.40642232,0.46149373,0.5620257,-0.6493786,0.31914258,-0.1886833,0.08879155,-0.23261367,-0.032049622,0.11067179,0.5326705,-0.027336676,0.2138209,-0.7332623,-0.2078483,-0.028787792,-0.22617723,0.50327194,0.32376534,-0.5276547,-0.01737779,-0.042762272,0.15998057,-0.031592175,-0.014306745,-0.42319965,0.44659945,-0.5150687,0.31764704,0.18159547,0.08574002,0.6100064,0.10505946,0.18715236,0.33686078,-0.1714713,-0.47459117,-0.4922491,0.51846373,0.017597213,-0.48751214,0.03298688,-0.16331235,0.0056413375,0.15370376,0.20759095,0.22552268,0.21792303,-0.12925892,0.34684777,-0.5913693,0.054715406,0.19931161,0.22235386,-0.24312508,0.25117147,0.30050445,0.42892566,0.22546285,-0.68014264,0.40387288,-0.06738417,-0.24784501,-0.36687186,-0.1949077,0.039552473,0.060241558,0.32678202,-0.45662314,0.63713586,0.024122104,-0.2322238,-0.4405419,0.09686405,-0.23850766,0.7376144,-0.20351803,-0.38421255,-0.2259936,0.06780037,-0.2191063,0.5027734,-0.06269507,-0.40931898,-0.279612,0.15444289,0.49758935,0.43938184,0.028552972,0.36687857,0.37567568,0.011254628,0.22307813,0.31877643,-0.62337846,0.5604273
MB-4912,-0.043193072,-0.048425533,-0.4847227,-0.7204389,-0.17386955,-0.5999485,-0.36181962,0.17173706,0.1328265,-0.44420308,0.2878969,-0.53567845,-0.06082987,-0.2560693,0.1792719,-0.27599084,0.036451094,-0.5341303,-0.44141153,-0.047624335,0.31439203,-0.28620312,0.20684178,0.12868938,-0.021153621,0.07118143,-0.16339754,-0.2580881,-0.4837614,-0.25486928,0.15314613,-0.1878824,0.5349979,0.49275663,0.020272717,0.12808092,0.35643166,0.2132744,-0.17271416,0.24146661,-0.3854064,-0.37068912,0.28686267,-0.13106,0.43195713,-0.51451534,-0.50969666,-0.012031674,-0.033845745,0.15615848,0.6203448,0.2345681,0.26303512,0.52436537,-0.160319,-0.0561205,-0.022321709,-0.06602955,-0.48774436,0.5549855,-0.16329104,-0.38238236,-0.04973129,-0.31943485,-0.13483536,0.028654173,0.12196806,0.107097864,0.20784605,-0.62571114,0.33839488,0.11201169,-0.12650304,0.43509638,0.16259594,-0.2372013,-0.24739562,-0.2174237,-0.3297747,-0.02508641,0.15416983,-0.25994688,0.41043782,-0.11391782,0.1891905,-0.12987779,-0.35394317,-0.25009453,0.26734078,-0.107284814,0.15288185,0.15049861,-0.23334345,0.39875823,0.3595357,-0.036140982,-0.75246096,-0.27734274,-0.3291608,0.59749776
MB-4925,-0.4938494,-0.09168117,-0.15360251,-0.29283005,0.67194283,0.41158426,0.38009736,0.14779125,-0.40919322,-0.3755918,0.54612213,-0.5458046,0.039984174,0.2715749,-0.085733935,-0.25517857,-0.20967317,0.07388914,0.40621647,0.061432593,-0.06828992,-0.14967504,0.45806345,-0.13082777,-0.06325707,0.2989712,-0.19964428,-0.009489976,-0.22121659,0.2356758,-0.14740112,0.23978609,0.076097794,0.30540693,-0.13944358,0.4428224,-0.4684637,-0.014721364,-0.10980384,-0.15845719,-0.31652337,0.45156127,0.112524346,-0.10443317,-0.012891199,0.08501312,-0.49400502,0.159849,-0.2326889,0.6580004,0.011121459,0.03301865,-0.046602197,0.13318843,0.06395228,0.8918818,0.32254335,-0.39087585,-0.6744137,0.2801379,0.051810488,-0.12327514,-0.291084,-0.282521,0.27948448,0.15151393,0.09170161,0.23954108,0.05884868,-0.11106539,0.5691503,0.1790858,0.09215069,0.3415077,0.33770287,0.1270779,-0.01976253,-0.2463033,0.3786465,0.11144131,-0.07810694,-0.4041085,0.3151359,-0.49342775,-0.1670684,-0.110538065,-0.45984977,0.3953684,0.4187657,0.2076568,0.5181462,0.1857826,-0.22441621,0.40329492,0.10316858,0.3790154,-0.09187573,-0.08589801,-0.60302955,-0.21852185
MB-4928,-0.25861385,-0.14755316,-0.28797328,-0.23810846,-0.0697019,0.348416,0.68841845,-0.34722862,0.31474778,-0.16803558,0.025087278,-0.6795587,-0.15921229,0.35568565,-0.09641631,0.36603394,0.14840907,0.17381701,0.35919875,-0.059393775,0.3486997,0.11203121,-0.1982956,-0.35481822,0.11566077,-0.33503306,-0.38750482,0.031133018,-0.3902391,0.10007365,0.35206956,-0.013654459,-0.43697575,-0.040221475,-0.26095724,0.34250146,0.40141732,0.13146552,0.13231587,0.40174067,0.42400953,0.02936324,0.1797494,-0.16177347,0.06049993,0.03673352,-0.098936655,0.21937782,0.09830412,0.5762507,0.30294695,0.46628132,0.065828316,0.096163385,-0.10649468,-0.28703716,-0.012146693,-0.10227675,-0.6012873,-0.15698573,0.19603027,-0.34017473,-0.32473487,-0.47918096,0.44192517,0.17127973,0.14024131,0.30317283,0.0835001,0.18669198,-0.10978348,0.09262018,-0.03837811,0.4844517,-0.26206166,0.23465818,-0.16448009,-0.16612276,-0.47577873,0.44074267,-0.012082022,0.18362379,0.43285185,-0.053396508,0.19293408,0.008521151,-0.62897336,0.17398754,-0.07260751,0.4697472,0.48535848,0.23979971,-0.40047786,-0.22965434,0.09657967,0.38657528,-0.08923442,0.11224295,-0.45561045,0.046807148
MB-4929,-0.13557984,-0.12127967,-0.51813155,-0.6293658,0.22685254,0.68593377,0.5372542,-0.1725598,0.7567718,-0.048659645,0.43639076,0.058503848,0.21675058,-0.39749354,-0.21401264,0.047388867,-0.09047175,-0.115609914,-0.14717762,-0.08994214,0.17824,0.5277218,0.38991648,-0.50331354,0.3716583,-0.18753105,-0.17321467,0.35081452,-0.27369237,-0.4089836,0.5533136,-0.39783168,-0.6066489,-0.20067772,-0.14148551,0.087536655,-0.12154376,0.39139116,-0.3060355,0.12487774,-0.63381475,0.12177701,0.18508056,-0.25135303,0.0626816,-0.18766156,-0.16637821,-0.22294429,-0.20999101,-0.04260522,-0.27500287,0.08988419,-0.21820308,-0.03491412,0.28393328,0.2640733,-0.13882166,-0.14230719,-0.2325311,0.06369033,0.15209493,0.07839677,-0.66940385,0.2078304,0.17703217,-0.15144119,0.5821411,0.47094715,-0.54771364,0.4917381,0.044146173,0.46812397,-0.4578741,-0.025849858,-0.47886366,-0.69705987,0.16845244,0.020378865,-0.31667233,0.10291147,-0.5702009,0.28710222,0.017169073,0.5330042,0.34254134,0.16883,-0.28852907,-0.33170915,0.24915351,0.5736666,-0.5910678,-0.2410082,-0.193127,-0.35077092,0.42980057,-0.30614096,-0.13304889,-0.41406524,-0.26502532,0.50491357
MB-4930,0.20190272,0.08535268,-0.50350773,-0.8810731,0.2967478,0.42410833,0.24652465,0.56531775,0.07646511,-0.14078453,0.35538125,-0.5448524,-0.11999929,-0.1854431,0.014240697,-0.5666022,0.11483749,-0.38797832,0.034492694,0.49311993,0.39446133,0.69844484,-0.2154293,-0.29180408,0.105352335,-0.29913732,-0.07489605,-0.31875896,-0.08128619,0.0031737164,-0.201818,0.7084794,0.15671381,0.4914651,-0.04159098,-0.045608692,-0.011729242,0.32904118,-0.007124763,0.028011054,0.022758812,-0.41662753,0.4016023,0.010827117,-0.17567386,-0.18575495,-0.5917618,0.066722766,0.80240726,0.2537705,-0.12462111,0.6254384,0.7709837,0.31851828,0.13127562,0.12193417,-0.3391247,0.06240067,-0.3825951,-0.045209385,0.122134,-0.716998,-0.7428894,0.06574913,0.7438766,0.13249408,-0.53342366,0.38140202,-0.45222324,-0.0025492385,-0.018492613,0.28007373,-0.10088679,0.18264352,-0.06313589,-0.21639946,-0.14827609,-0.116706565,-0.3709081,0.08825162,-0.4752609,-0.56885064,0.6813817,0.17623785,0.45620626,0.38103476,0.15122594,0.83202547,-0.3859968,-0.10507767,0.061567813,0.18302757,-0.27870777,0.19478357,0.3559475,0.24020179,0.15223584,-0.1704878,-0.1357521,0.37335038
MB-4931,0.32739276,-0.17274614,-0.071979016,-0.39087772,-0.801467,-0.034576453,0.3555013,0.2882735,0.6237224,0.1555874,-0.4682456,0.09521119,0.61383855,0.13855553,0.13925503,0.18126208,-0.44791836,0.5076272,-0.5305526,0.39981332,-0.46128598,0.30224448,0.297569,-0.2908731,-0.51767725,0.33188257,-0.55991566,0.5270672,-0.4042848,0.384768,-0.7309482,-0.478657,0.8306598,-0.42855135,-0.5685456,0.16879785,-0.53178245,0.72227687,0.18805215,-0.29963812,-0.056668192,0.10038805,-0.23447981,-0.3369312,-0.2748067,-0.07110715,-0.6352364,-0.054093584,0.22616884,-0.42139393,0.28187785,-0.48171738,0.3182359,0.30759707,0.6044558,0.75703096,0.5963039,-0.21993192,-0.09241127,-0.14935637,0.5981398,-0.20116144,-0.3933712,-0.30551684,0.56886894,-0.2457541,-0.37424287,0.30385444,-0.7380568,0.15551421,0.3461097,-0.5271706,-0.4590768,0.31867748,0.31749192,-0.070612215,0.24002667,0.09282706,0.30170467,-0.32061774,0.088871844,0.30221137,-0.18241495,-0.20377755,-0.1051128,-0.7326673,-0.23633102,0.1385199,-0.17409727,0.17344141,-0.5836921,0.6475105,0.17869955,-0.45918766,-0.18687883,0.047880687,-0.44558474,0.21552181,-0.3256865,-0.106216915
MB-4933,-0.5261005,0.043879736,-0.16061834,-0.291769,-0.21056789,0.46748906,0.5354923,0.03681889,-0.6606064,0.24840717,0.15489252,0.11384578,0.11113614,0.24547184,0.55606616,0.06083685,-0.5292476,0.3344875,-0.43153965,-0.5325482,-0.4613297,-0.51542795,0.65511626,0.41415977,-0.18351677,-0.23451537,-0.031911276,-0.31948274,-0.5217194,0.23538074,0.2902729,0.420798,0.20840964,0.41753614,-0.062807396,-0.7091077,0.1162773,-0.069262475,0.025695175,-0.30729312,-0.077612534,0.42761582,0.042035073,0.44629967,0.20414887,-0.108788684,0.29560268,0.0025591312,-0.07038543,0.1732693,0.10875267,0.03449657,0.013537712,-0.17199408,0.62892795,-0.4168653,0.18070088,0.602131,0.19559905,0.5441343,0.16106462,-0.19346511,-0.06456494,-0.40954664,0.46186522,0.020022511,0.17827404,-0.13225394,0.036067836,0.65870863,0.6113315,-0.45110673,-0.41430998,-0.2501891,0.5322879,-0.06460656,-0.22737733,-0.06257184,-0.3240705,-0.23012492,0.09700844,0.16938129,-0.21175268,0.44925874,-0.5049382,-0.55222803,-0.39360136,0.17006403,0.28363812,0.68918025,0.4854866,0.6780597,-0.1434362,-0.008834042,-0.13411239,0.03534047,0.03985485,0.17303775,-0.15570623,-0.14662692
MB-4934,-0.25085926,0.4604494,-0.2809752,-0.12774244,0.17216268,0.120345235,0.117981836,0.60923755,0.3254812,-0.24640186,-0.13303182,-0.53136814,0.06822661,-0.19375181,0.021184899,0.15392241,-0.06975368,0.095872924,-0.16555974,0.026552305,-0.38494802,-0.6973965,0.62877303,0.18162787,-0.41380295,-0.5004302,-0.00065742433,-0.64294624,-0.2538178,-0.11573719,-0.45133728,0.5626762,0.22246625,0.14873955,-0.13625506,0.10401452,0.33139032,-0.21453017,0.23393111,-0.28759956,-0.35350057,-0.1272611,0.42027676,-0.2473525,0.04658192,-0.48755422,-0.14108327,0.5544339,0.053677917,0.5473471,0.4171706,0.17622669,0.28193045,0.11483273,0.3849218,0.2148132,0.5675748,-0.2712798,-0.30266047,0.42275265,-0.43614855,-0.08373553,0.14905654,-0.23910737,-0.20668185,0.42480272,0.066436954,-0.052127466,0.5817264,-0.22563535,-0.33584598,0.23814414,0.24799277,0.2511261,0.17758527,-0.4155581,-0.20690092,0.12560695,-0.8272211,0.18645516,0.05749833,0.10014554,0.431036,0.29137784,0.07777555,-0.32085133,-0.27581623,-0.4027779,-0.07513501,0.1684897,0.16555005,0.20023203,-0.12366987,0.07377401,-0.1191208,0.5877974,-0.14958982,0.40190065,0.0053584725,-0.17857486
MB-4935,0.004966704,-0.6495702,-0.7226062,-0.54438305,-0.15935877,0.06423531,0.50208175,-0.13416532,-0.28172854,0.030712321,0.657979,-0.024351008,-0.0044873357,-0.16067016,-0.16420734,0.14474276,-0.048457365,-0.50681365,0.42278415,-0.5914825,0.7850712,0.1154721,-0.009434298,-0.37139022,0.37979934,0.059492905,-0.16389266,-0.06969253,-0.31833595,0.057085678,0.5200505,0.4054266,0.10462969,0.555894,0.13277064,0.20668963,-0.13495836,0.16445583,0.07814923,-0.7779764,0.05049482,0.32586145,0.2994857,-0.013314754,0.11748539,-0.18371637,-0.1122768,0.10826418,-0.067389086,0.14271605,0.38758066,-0.024110489,0.4253681,0.4077128,0.59929603,-0.26470312,-0.47955,0.2563295,-0.42423135,-0.26835132,0.42772543,-0.20945063,-0.20793894,-0.23817813,0.60852194,-0.6429732,0.2645558,-0.14244322,-0.5809755,0.53120416,0.05293382,0.05776581,-0.36538395,0.81017333,-0.14260526,-0.41466588,0.88185847,0.19070187,-0.168271,0.4067263,0.2529927,-0.6768829,-0.2677421,0.6089941,0.19054197,0.014874496,-0.04901734,-0.06686415,0.26342458,-0.23454502,-0.12798065,-0.039123937,-0.47810322,-0.047071986,-0.026825376,0.5060601,-0.16083832,-0.6240485,-0.27216157,0.43798262
MB-4937,-0.42291397,-0.28976128,0.31932068,0.21229526,0.2046719,0.12404741,0.59429526,0.3354414,-0.5161464,-0.32597673,-0.1805134,-0.39300957,-0.4407785,0.0628774,0.5987251,-0.09532015,-0.138187,0.07029641,-0.108358085,-0.26345873,0.019793902,0.51803064,0.18275267,-0.017305292,0.3733813,0.67605776,-0.08922075,-0.5659716,-0.1644337,0.5656574,-0.41521257,0.7392032,-0.42325792,0.024492174,-0.032210454,-0.32601026,-0.22544946,0.37843493,0.3557428,-0.15379032,0.18962252,0.2570312,0.16863525,-0.23287809,0.07463871,-0.2950576,-0.041700177,0.16960894,0.08609255,0.630303,0.23384526,0.1859391,0.56817573,-0.14094113,-0.19309336,-0.38659728,0.21537924,0.26027447,-0.26238185,0.3252375,-0.3820877,0.49329787,0.24273446,0.13799137,0.35558113,0.4634357,-0.030958936,-0.4869553,-0.28254128,0.30986428,-0.07029925,0.12066251,-0.3784852,0.039108917,0.21904263,-0.36499065,0.024946984,0.32240528,-0.7308962,-0.06663822,0.58791196,-0.59578294,0.049408443,-0.20330653,0.47809845,0.423095,0.059929527,-0.085098565,-0.08932448,0.6667877,-0.13804923,-0.0767199,-0.5121019,0.28184384,-0.47233146,0.20878035,0.20386031,0.116962135,-0.6391992,0.31238702
MB-4941,-0.28959495,-0.6945852,0.29983014,-0.009279743,0.4326173,0.015467189,0.48678562,-0.03696416,0.5897017,-0.08123722,0.6681273,-0.07216912,-0.25180936,0.5912208,0.28938496,-0.39437106,-0.11018488,-0.14365506,-0.21345896,-0.30153713,-0.22471416,0.09313829,0.29325625,0.42013764,0.25078025,0.1309734,-0.42990172,0.08997804,-0.68850505,-0.26138243,0.3292978,0.45653653,-0.39094695,0.31949005,0.16870631,0.34504348,0.19807997,-0.046048872,-0.31326306,0.023145504,0.73127854,-0.074596435,0.11371003,-0.2074621,0.49930084,-0.085210875,-0.4719489,0.36562634,0.40881547,0.42880774,0.23771074,0.019838879,-0.19974771,0.03939592,-0.36976397,0.12712607,0.1570916,-0.04151067,-0.5691462,-0.056644373,0.3683812,-0.835997,0.1383366,0.09431508,0.49063244,0.17435524,0.27654982,-0.03182733,0.49309158,0.61992997,-0.09701321,0.5436494,0.44900563,0.13892019,-0.38514665,-0.11390194,0.37680078,-0.27508813,-0.53178453,0.2948966,0.5482774,0.35280156,0.23696986,0.26690477,-0.2170718,-0.23818219,0.14888187,-0.27540314,0.0842769,0.30294746,0.1938754,-0.5485287,0.20476851,0.019258097,0.15255749,0.0690577,0.20370369,0.09157489,-0.33060703,0.33079615
MB-4942,0.47681725,-0.54346085,-0.37276953,-0.36392578,-0.29546586,0.73776644,-0.31266642,-0.07894355,-0.023947373,0.62844753,0.047486193,-0.54516435,0.18024006,-0.23633316,-0.23028629,-0.5278243,0.1684627,-0.38237125,-0.04950571,-0.8241513,-0.12849647,0.041323274,0.25496823,-0.41042265,-0.26455384,-0.3227083,-0.8383703,-0.07604358,-0.5288837,-0.04802625,0.42014173,-0.39588502,0.701973,-0.050513506,0.37314522,0.19497776,-0.6515676,0.6875102,-0.119993694,0.48131818,-0.61200935,0.45213932,0.5544366,0.45817587,0.38816303,-0.18560168,-0.39354098,-0.52481854,-0.12228683,0.36055666,-0.259235,0.17119531,0.36179176,0.8265047,0.86800927,0.18734564,0.48025534,0.0051957257,-0.115847595,0.067079306,0.51693296,0.6161145,0.314694,-0.22188674,0.7357295,-0.037441324,-0.4336925,-0.30682087,0.10431474,-0.058301613,0.15270202,0.042844236,-0.11310072,0.8511599,-0.4824857,-0.22425476,0.6654429,0.06817146,-0.05686573,-0.04019499,0.027981088,0.25437856,-0.22186945,-0.027561955,-0.6373915,0.6536279,0.026209962,0.045441046,-0.26219496,0.36777207,0.7812172,0.13619617,-0.3624458,-0.17218634,0.4786027,0.040049717,-0.26454732,0.19716075,0.009732395,0.11674268
MB-4944,-0.12925155,-0.07246958,-0.27145657,0.024913974,-0.62314403,-0.43111244,-0.21719436,0.27179205,0.20514677,-0.4228216,-0.34876576,-0.35859835,-0.5894803,-0.61245954,0.25144798,0.3955711,-0.17388952,0.33815777,-0.36582747,-0.058984183,0.39794618,0.29289594,-0.03440751,-0.48169196,0.44527254,-0.33963862,-0.11498143,-0.5249551,-0.23257484,0.1783669,-0.3274035,-0.33828616,-0.023179099,0.11899948,-0.3160859,0.27795509,-0.13138348,-0.32645887,0.14149189,0.25333342,-0.81248343,-0.23324841,0.28222346,-0.095684364,0.024515148,0.22329327,-0.35544318,-0.54251015,0.35164297,0.53877455,0.56464905,0.16612583,-0.08624366,-0.24936812,0.14792125,0.36945957,-0.11425474,0.4827208,-0.13826506,0.29720193,-0.13350123,0.023924705,-0.25775623,-0.5757155,0.16858448,-0.15792151,0.14971644,-0.2697623,-0.5254323,-0.0993924,0.012478933,0.52325004,-0.09355393,0.34435925,0.3225783,-0.33960623,0.20561215,-0.1449184,-0.57797486,-0.53575325,-0.18584691,0.36927846,0.028573386,-0.28398585,0.16258308,-0.3704247,-0.42344946,-0.21851245,0.48659366,-0.007593237,-0.093742855,-0.38865626,0.14223583,0.33576065,0.030274697,-0.15452546,-0.5981049,0.021173425,0.14258456,0.44273314
MB-4945,0.17536521,-0.015023753,-0.21156016,-0.3203973,-0.13729957,0.4285434,0.09116702,-0.37863064,-0.24486157,-0.13756359,0.043920293,0.16319036,0.15335381,0.44784436,0.02154421,-0.28408626,0.23155305,-0.42902234,-0.40056407,0.20015371,0.18571906,0.44038364,0.80196273,0.60193205,0.5878624,-0.31260517,-0.1984342,-0.15430367,-0.66794854,-0.35373154,0.045142557,-0.41408435,-0.25659508,-0.6821314,0.32021627,0.51283425,-0.22313473,0.2697533,0.33329275,-0.5243064,-0.4113577,-0.7358,0.26723528,-0.32292455,-0.45008177,-0.46255794,-0.10526274,-0.124640375,0.57602394,0.29895946,0.58597696,-0.075739145,-0.12769663,0.04636781,-0.28415197,-0.4587655,-0.3954823,0.43304187,0.043143213,0.10773481,0.8130526,0.4704886,0.36810854,-0.6501856,0.31722367,0.4596299,0.11541317,-0.5451431,-0.31620342,0.494637,-0.20221195,-0.013423625,-0.11204883,0.58285177,-0.34741092,-0.48248821,-0.19986965,-0.07657163,-0.428285,0.30539858,-0.10239358,-0.14871716,-0.0031470137,0.17306818,-0.23224223,-0.33703983,-0.660025,0.58424807,-0.043829575,0.27198446,-0.16635215,-0.12096252,-0.5138072,0.19715202,0.34442633,0.47652286,0.72249424,0.50680876,-0.35776797,0.07589801
MB-4949,0.4272954,0.22215241,-0.24936,0.66512436,0.44149747,0.32401246,0.20961384,0.18801397,0.4760895,-0.6279446,0.16988899,-0.12305801,0.34745678,0.5918864,-0.35432371,-0.75094634,-0.41957372,0.24573144,0.30903074,-0.8359773,-0.63150644,-0.04209612,-0.22058073,0.23982741,0.25476307,-0.49236435,-0.41114083,-0.27322075,0.34004515,0.38550472,0.034544617,0.7171539,-0.1888804,0.06793262,-0.14334226,0.2238144,0.055717368,0.5096134,-0.42406887,0.13757192,-0.207902,-0.04155314,0.15511912,-0.27614278,0.66685796,-0.32167083,-0.5373027,0.5581323,0.43017745,0.19907081,0.6855162,0.64153826,0.8312237,0.16473839,0.13677531,0.6223232,0.38735342,-0.1950405,-0.7658165,-0.533608,0.29447827,-0.29717785,-0.18608348,-0.24481027,-0.032848492,-0.22984383,0.09363921,0.5906504,-0.3819369,0.77320266,0.5769318,0.18193497,-0.234626,0.33912566,0.17396557,0.20842943,-0.10348695,0.24964789,-0.57850397,-0.595725,-0.3558115,-0.63047314,-0.075138055,0.53695387,0.34714824,-0.17407137,-0.13587621,0.1948807,-0.2713771,0.47335362,-0.019419566,-0.26066065,-0.35772938,-0.09596977,-0.0021666447,0.38484234,-0.12928408,0.17124546,-0.20732449,-0.056323837
