Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MB-2819,-0.08086031,0.20014066,0.29615033,0.19444762,-0.19159074,-0.15405917,-0.65706766,0.19275188,0.26498106,-0.28062892,-0.054251768,-0.0149728805,-0.13666564,-0.03623197,-0.11368041,-0.35386586,0.25502944,-0.06658845,0.111617416,0.36815265,0.27184233,-0.41337103,-0.1983101,0.18749902,0.064844586,-0.24594818,-0.15712072,-0.39298156,0.1672923,0.51853323,-0.057011195,0.18723992,0.10856709,0.69393677,0.552183,-0.10438432,-0.09242579,0.25076252,-0.044145025,0.00056385994,-0.11653597,-0.5955903,0.45778507,0.24016534,-0.43271735,-0.11835459,-0.07354759,-0.036063127,-0.09570347,0.18234871,0.25718662,0.23501603,0.15421622,-0.057755165,-0.0816812,0.10643571,0.08158587,-0.20591792,0.06649423,0.1793594,0.3268662,0.1527566,-0.19334966,-0.1399108,0.078581095,0.33451712,0.42837793,0.13915983,0.14451468,-0.1314109,-0.16133593,0.09603217,0.005393455,0.24679664,0.30861554,-0.3032143,0.25328538,-0.12293192,-0.12619102,-0.74040246,-0.11851791,0.41455492,-0.16035931,-0.09139059,-0.041223377,0.28942698,-0.03917081,-0.26115084,0.4405377,-0.0022459608,-0.09389187,0.44254154,0.22254577,0.056064755,0.3900403,-0.10055296,-0.38162124,-0.08735331,-0.28962114,-0.24949895
MB-2820,-0.18359315,-0.26268446,-0.051560856,-0.19521202,-0.31006512,-0.27668288,-0.0022301078,0.60444856,0.13540986,-0.10984022,0.26452205,-0.07123025,0.19660744,0.11049491,-0.5380914,-0.37263122,0.5019009,-0.09432012,0.17260605,-0.2435372,-0.47947258,0.19038785,-0.32329273,-0.17135042,0.32403752,-0.00828854,-0.37586853,-0.47980267,-0.2792591,0.1400522,0.5045819,0.043063145,0.19290337,0.38612944,0.27302405,-0.48019946,0.26053277,0.2985991,-0.3719471,0.30243093,0.14206833,0.04264678,0.29587144,-0.18364753,-0.69450057,-0.36130938,-0.19288361,-0.03540922,0.1818338,0.39297962,0.41249335,-0.40541324,0.44647262,-0.12905324,-0.3510326,-0.06571537,-0.015291028,0.0067970306,-0.085029274,0.37877685,-0.050947994,0.43449277,-0.27746496,0.42878342,-0.14654396,0.34896702,0.40704045,-0.06945054,0.64406854,0.077710405,0.04714438,-0.35472316,0.12982392,-0.2912912,-0.1497156,-0.42654356,0.24418846,0.1785824,0.58249795,-0.547656,-0.07837253,0.17245245,-0.10030091,0.11618505,0.18759137,0.66326463,0.6074509,0.07411915,0.70498025,0.49318293,0.14678445,-0.47974795,0.6352024,0.10307626,0.27486005,0.37996075,-0.122061476,0.24052861,-0.41562474,-0.50512224
MB-2821,-0.20386681,0.044589713,0.6887669,0.659463,-0.24054828,-0.17518719,-0.24841234,-0.13016811,-0.049933717,0.45140082,0.1734936,0.1895631,0.15640682,0.15074334,0.002831176,0.045642495,0.30683038,-0.07278741,-0.5126072,-0.19834898,-0.25294518,0.5692159,0.19760154,0.29154548,-0.45676494,0.64994633,-0.5171014,-0.11966806,-0.3247525,0.47077826,-0.022095863,-0.33625883,0.0119719505,0.1864659,0.43888217,-0.23577087,-0.41873747,0.47582754,0.17114718,-0.16601601,0.35019022,-0.074501686,0.27169174,0.25317907,-0.3357875,-0.272819,-0.31427744,0.5262911,-0.079908736,0.20532754,0.23177168,-0.022793151,-0.283933,-0.58591706,-0.04152727,-0.28464586,0.043725483,-0.6178675,0.61210734,-0.28997707,-0.070099145,-0.07773803,0.043827616,0.1997116,-0.20603564,0.20779407,0.5863002,0.36441463,-0.14258745,0.6025069,0.31921136,-0.36843985,-0.001459457,0.14980325,-0.13760963,0.2286343,0.37445617,0.2058663,0.013172783,-0.06517006,-0.17851794,0.25792992,0.16103208,-0.39528984,0.21643311,0.7510272,0.18732525,-0.41606098,-0.16154325,-0.12332099,-0.12810962,-0.1635385,-0.10509913,0.2763412,0.053162135,0.44288537,-0.57170296,0.29201478,-0.21769157,-0.055629477
MB-2827,-0.2860878,-0.44302273,0.32314843,0.3253343,-0.6062418,0.45072353,-0.119203046,0.36392358,-0.56003064,0.4293366,0.14350428,-0.676348,0.4342878,-0.059148155,-0.5166948,-0.15883876,0.7300853,-0.5223716,-0.28133145,0.112152666,-0.83526003,0.42659515,0.70479965,0.08910701,-0.08798629,-0.52188545,-0.1444729,-0.06646663,0.1877017,-0.15100622,0.3586831,-0.5631473,-0.3174615,0.4179417,0.45537883,0.11765716,-0.3573079,0.57881904,-0.19941227,-0.33313596,-0.14777784,0.029687256,0.07184789,-0.5185153,-0.13962013,-0.421915,-0.004240535,0.33022252,0.30190456,0.40760663,0.27644968,0.31298774,0.32899237,0.6316831,0.007302463,-0.1676983,0.42189848,0.25511387,-0.45301116,-0.65080595,0.48215693,0.0006040633,0.0639897,-0.21261749,0.12184791,0.019061595,-0.6384733,-0.14293483,-0.12550789,-0.22702634,0.0072141737,0.13951811,0.21521336,0.36818162,0.47570163,-0.37476885,0.084166124,-0.27592555,0.20782931,-0.21117005,-0.3515166,-0.68747497,0.02080863,-0.09386511,0.0010864288,0.06836305,-0.25781208,0.25007117,-0.23226625,-0.582276,-0.072692886,0.20158347,-0.06359716,0.5765476,-0.39070648,-0.8871998,-0.51493776,0.3922671,-0.015903898,-0.18089399
MB-2833,-0.21773487,0.06959028,0.32231802,0.22012591,-0.70686173,0.47064093,-0.23293187,0.040376745,-0.26753196,0.4301895,-0.09329001,0.046418093,-0.12292527,0.05359918,-0.3345932,0.12021608,-0.040579323,0.08817892,-0.1923924,-0.17799143,-0.2485832,0.24701174,-0.18833081,0.38280395,-0.5667653,0.12105545,-0.12530264,0.020475823,0.06118381,-0.049183585,0.5656995,-0.25490293,0.0900326,0.17541018,-0.07910924,-0.02459665,0.026649289,-0.3887399,-0.09360192,-0.014233308,0.56271327,-0.25095406,0.5297105,-0.10491089,-0.12732676,-0.13105686,0.0035591666,-0.32142264,-0.23666471,0.17827421,0.30521053,0.13521034,0.14640655,0.14873962,-0.32095483,-0.040772233,0.28635255,0.39181912,0.1251768,-0.6449395,0.36842698,0.59810334,-0.43432972,-0.522819,0.07992921,-0.12990536,-0.28112596,-0.33333084,-0.29916203,-0.13735338,0.01453444,-0.47566956,0.10869206,-0.077109456,-0.30112505,-0.20758492,0.12041524,0.33837634,0.39119557,0.16835988,-0.32803267,0.18324023,0.069660805,0.0021052733,-0.34839222,-0.09060926,-0.29315975,-0.2738053,-0.11478574,-0.23960671,0.5471924,0.31054157,0.015390031,0.16675197,-0.088667005,0.08274114,-0.56047904,-0.13360071,-0.37372032,-0.4575248
MB-2834,-0.088645756,-0.34051102,0.37148908,0.22443236,-0.7955087,-0.069331236,-0.27820173,0.29039803,-0.38028395,0.5045721,0.8247179,0.16084677,0.42282462,0.47524515,-0.051586702,0.44588953,0.79457444,0.35281208,-0.23464996,-0.0029786378,-0.6116765,0.47497666,-0.18440771,-0.1625213,0.049231473,0.07333961,-0.67541826,0.5664214,-0.2191633,-0.1841394,-0.064229995,-0.18436669,0.08953965,0.63217413,0.5703276,-0.32086572,0.24152613,0.18982187,-0.6682185,-0.2368435,-0.0218127,0.09139301,0.57424355,0.33040145,-0.15969586,0.6893066,-0.32616737,-0.21772563,-0.57891923,0.8646103,0.07477037,0.40026498,0.4574685,-0.048657905,0.29184753,0.27813834,0.44019777,-0.7250624,0.3654204,-0.053072304,-0.3486906,-0.020333841,0.40291798,0.11623649,0.55487305,-0.17443478,0.33727515,0.39587444,-0.049517483,0.028535843,-0.35490727,-0.49971935,0.2705487,0.26161635,0.22780478,-0.21836957,0.5614463,0.3189025,0.040556982,-0.2909124,0.1825152,0.1920997,-0.41551387,-0.25640786,0.61906683,-0.21981902,-0.23469013,-0.38754237,-0.48377597,0.287365,0.35181022,-0.34548175,-0.12857531,-0.22484739,0.46567565,0.7730266,-0.4937033,-0.4664483,-0.30941036,-0.79457057
MB-2835,-0.28720754,0.4716811,0.3512059,-0.2917432,-0.39164782,-0.61406386,-0.4858431,0.03311126,0.6002826,-0.09579067,0.48855698,-0.23936224,0.2534179,6.508827e-05,0.47683734,-0.3540992,0.6074716,-0.24809632,0.20981926,0.5529292,-0.26746815,-0.0017043203,0.024306966,0.15809362,-0.42038438,-0.27373666,-0.39339346,-0.42810833,-0.08832895,0.10136895,0.653817,-0.42984012,-0.62909573,0.14375123,0.5657005,0.018501567,0.25614798,0.68614656,-0.2238991,-0.077195406,0.18647239,-0.20858404,0.03537458,0.22640364,0.040040843,0.2504985,0.4412384,-0.08097659,-0.4902113,0.2014839,-0.30586115,0.13528892,0.063784435,-0.24667335,0.02527313,0.013950773,-0.12505099,0.034441575,0.121679716,-0.06987062,0.11981982,-0.22309062,0.08877928,-0.16881034,-0.10883046,0.094631396,0.5144425,0.38991106,0.1699955,0.122386344,0.3709821,-0.20521535,0.14232336,-0.093658194,0.21794616,-0.3413971,0.24605843,0.2603659,0.01418601,-0.4662913,-0.13334492,0.7496004,-0.41810578,-0.225927,0.3289938,0.13293539,0.45125028,-0.69709504,0.043775007,0.6225992,-0.10537615,0.5524105,0.0014160648,-0.07959303,0.7868742,0.063248165,-0.41204596,-0.35221547,-0.023760423,-0.11976895
MB-2838,-0.40718707,0.006501606,0.33360347,0.07360482,-0.30445102,-0.5956868,-0.6306646,0.19783753,0.4817749,-0.20552956,0.10885454,-0.22111674,-0.25020534,0.13355032,-0.01849921,-0.4229743,0.06955363,-0.14497325,-0.13916384,-0.22335705,-0.016422845,0.46537074,0.41880417,-0.18018663,0.106552325,-0.11822407,-0.30884826,-0.41208813,-0.2520757,0.41469744,0.20164624,0.1116784,-0.14406225,0.5359186,0.19759795,-0.27130008,0.25737268,0.32025847,-0.22219208,-0.15516643,0.36490595,-0.26205713,0.5290344,0.28495637,-0.76090145,-0.14265889,0.25591737,-0.69662505,-0.04470379,0.18001941,0.0716096,0.20135045,0.14674404,0.08367411,-0.026350446,-0.054683745,0.53913516,-0.0953508,0.43846717,0.16655092,0.37459654,0.25068933,-0.2969103,0.13209704,-0.08097526,0.27643108,0.74941784,0.55394006,-0.18464547,0.38323686,-0.26662844,0.10952984,-0.0006118417,0.42602658,0.3635128,-0.3839783,0.4052231,0.30200216,0.3010779,-0.3716391,-0.18705596,-0.16890816,-0.1358102,-0.07113847,0.47251514,0.025064409,0.038099103,-0.120310605,-0.17077062,0.23068397,0.049526453,0.012033135,0.52607924,0.12695414,0.6686175,0.09856097,-0.24833699,0.07101828,-0.5261602,-0.4143306
MB-2840,0.02866979,0.17982346,0.0649664,-0.046831135,-0.2147179,0.23834543,-0.50647223,0.3379091,0.4934742,-0.078831896,-0.10198524,-0.06847752,0.009149298,0.5438316,-0.4562738,-0.12971115,-0.34467125,0.04892483,0.012469282,0.30027086,0.5013054,-0.15808669,-0.053337768,-0.43940687,0.040700525,-0.38537073,-0.19024178,-0.31734884,-0.5281312,0.34083968,0.09221903,0.21474114,0.32575595,0.11276758,0.3627913,-0.015360495,0.20857523,0.37596077,-0.3285536,-0.20158571,-0.08547795,-0.09521043,0.05733309,-0.40603065,-0.21464993,0.21929345,0.07158732,-0.31466514,-0.27668265,0.20150065,0.006344065,-0.40888113,-0.18532196,0.10806018,-0.030401114,-0.047142565,-0.20845492,-0.16327369,0.26616192,0.2563311,0.45132634,0.13156357,0.13052718,0.52409816,0.20434561,0.33928823,0.5152065,0.26193884,0.17361233,0.57611144,0.10024187,0.1244899,0.13380444,0.028177824,0.010317804,-0.1946784,0.11217301,0.36560425,0.26570293,-0.31311586,-0.35991782,-0.15052569,-0.08703098,-0.14045326,0.10839619,0.0035284664,-0.14311512,-0.20045955,0.35479355,0.43740785,0.06889694,-0.20314412,0.1610817,0.28870106,0.19223672,0.25682202,0.23526004,-0.23373798,-0.120095305,0.40635046
MB-2842,0.5221432,-0.8353195,0.3770965,-0.6306592,-0.39493975,0.106224865,-0.13259128,0.6333519,-0.039480448,0.60493374,0.11898907,-0.74618864,0.60137284,0.083732516,0.81191164,-0.67333263,-0.47279015,0.49107122,-0.56941783,0.123235576,0.2705504,-0.05207762,0.4339077,-0.7925389,-0.77001756,-0.12583268,-0.3781804,0.5504222,0.54081255,0.385368,0.32272282,-0.24526158,0.0058558434,0.24809845,0.40831834,0.8280268,-0.34249634,0.71770906,0.22705418,-0.40350094,-0.6443354,0.2662958,0.6768965,0.35237134,0.048646897,0.12824267,-0.1721468,-0.81114155,0.327967,0.027216092,-0.20248084,0.48467174,0.058509246,-0.17766842,0.23186693,-0.108439796,-0.069797084,0.31177673,0.7287501,0.26883587,-0.58686656,0.038207304,0.2984523,0.49473247,0.05071123,0.60945815,-0.42047852,0.1357543,-0.7778655,-0.08691339,0.57093203,0.46573916,-0.1504732,-0.24332047,-0.24304381,-0.011043172,0.010849904,-0.3653334,-0.32030684,0.71461546,-0.7033297,-0.62718123,-0.05071356,-0.12593907,-0.6091734,-0.13396396,0.62194884,-0.44102794,-0.3033715,0.45081064,0.57074565,0.14918275,-0.20778424,0.2275174,-0.07510417,0.7793493,-0.5197886,0.10206882,0.21712396,-0.39754462
MB-2843,0.18177529,0.42602956,-0.04362174,-0.11659129,-0.65349114,-0.068510406,-0.7211021,0.5983496,0.26654994,0.12695092,-0.19081327,-0.14626235,-0.31401604,0.84105694,0.44877225,-0.14356382,0.036512442,0.26647168,-0.36621195,0.69828916,-0.12611143,-0.056440443,-0.023212492,-0.015284311,0.23349933,-0.4731005,-0.17858943,-0.4577188,-0.5252429,0.7764219,0.24101275,0.1707002,0.15936801,-0.38945544,0.68860793,-0.5839245,0.58885825,0.36315835,-0.5036888,-0.48642474,0.17862879,-0.034389388,0.051300272,-0.53124946,0.1576657,0.12875775,0.40928012,0.30007005,0.23636247,0.18562567,-0.044728782,-0.63935363,-0.16568387,-0.070281476,0.029274192,-0.13123235,0.054552436,-0.26923454,0.4801223,-0.51187104,0.22717094,0.510189,-0.08677357,-0.11527993,0.16218731,-0.20980798,0.34951037,0.6941464,-0.53554475,0.30691722,-0.030303974,0.06891573,-0.06439311,0.73096603,0.6211053,-0.13201252,-0.54733515,0.71520066,0.13892983,-0.14515048,-0.47004858,-0.30780682,-0.26477653,0.047507755,-0.1472476,0.3795985,-0.2662138,-0.21123174,-0.15276119,-0.41143346,0.11292939,-0.44153994,0.019578796,0.48400986,0.71983445,-0.26629648,0.5911205,-0.61303955,-0.10511348,-0.19788668
MB-2844,0.3689409,0.061498307,0.48924267,-0.20866665,0.13754413,0.049215462,-0.36475274,-0.014697209,0.0752965,0.057410344,-0.27763942,-0.6516265,0.20576657,0.70890594,-0.35029677,-0.10583472,0.21445085,0.2542888,-0.23327073,0.45745897,0.5856567,0.27152443,-0.45060307,-0.3871975,0.3508485,-0.3864131,0.16556042,0.08454831,0.20779465,0.63569814,0.36772358,0.10141409,0.06682472,0.2066525,0.40282,-0.18579504,0.044247314,-0.072974324,0.5071035,-0.06832044,0.22088787,-0.3151983,0.7241176,-0.5927201,0.36661583,-0.2492095,-0.13888282,0.43191203,0.38569683,0.4643674,0.1592628,-0.117936954,0.19098325,0.04977998,0.10244691,-0.68504316,0.1421697,-0.6147418,-0.33666116,0.01715155,0.16235699,0.45233038,-0.016020361,0.2074495,0.37372762,0.16278449,-0.14705406,0.241486,-0.440951,-0.19826292,0.6209358,0.183149,0.0049908906,0.8092259,0.42519566,0.14942753,-0.3092819,0.09155117,-0.005268991,-0.5859957,-0.5994865,-0.7932446,-0.3602785,0.42395043,0.025764704,0.46314552,0.34376216,0.44911057,0.017594568,-0.04706137,0.72894275,0.016603077,-0.05183968,0.04500848,0.24001765,0.13068315,0.58509916,-0.2635152,0.27759126,-0.09453289
MB-2845,-0.03211171,0.21569374,-0.3668309,-0.30800128,-0.25192443,0.05827439,-0.5965013,0.21236311,-0.059742764,-0.13370353,0.16526465,-0.070832,0.10707802,0.77531403,-0.019757241,0.021063998,-0.1365548,0.104853064,-0.3120958,0.17779799,-0.31586784,-0.21748544,-0.18193229,-0.38867545,-0.107429706,0.21995884,-0.6595558,-0.06803499,-0.7905475,0.49062207,-0.08827183,-0.03141293,0.11088767,-0.041901227,0.1389904,-0.2515047,0.4955434,-0.1239395,-0.09714122,-0.15221903,0.09945002,0.36924207,-0.48785195,-0.4686426,-0.37157577,0.11797723,-0.23145373,-0.32811996,-0.05120566,-0.022990435,-0.10370051,-0.65145046,-0.4723515,-0.12716937,-0.59972847,-0.21526876,-0.05937563,-0.41125748,-0.13723803,0.34325683,0.6678482,0.10536698,-0.07654119,0.5474885,0.13430963,0.44089663,0.39352804,0.30180237,-0.29918203,0.32974216,0.5448986,-0.03123118,0.18350649,0.55376476,0.6703072,0.070241354,0.3684713,0.25273508,0.31843427,0.14926088,-0.012718722,-0.05985202,-0.24773169,-0.39921066,-0.10622146,0.086061284,-0.14850502,3.2886863e-05,0.15009674,-0.39080596,-0.04647181,-0.5579019,0.12822425,0.6595899,0.26389605,0.5821497,-0.49531958,0.6449421,-0.3057177,0.5331496
MB-2846,0.22397825,-0.36877906,0.5049039,-0.67711323,0.12262427,0.05133678,-0.20056045,0.7391995,0.7659962,-0.1501929,-0.39594665,-0.031951148,-0.3104454,0.8310413,-0.4325656,0.11004389,-0.4800454,-0.0050508827,0.4578727,0.1659755,0.03236787,0.021579765,0.005406432,0.043161713,-0.044549122,-0.032825187,-0.20819399,-0.34936404,-0.11004074,-0.08428714,0.37255606,0.20266894,-0.115618974,0.41415134,0.78798854,0.17843184,0.29021445,0.07030989,-0.5131621,-0.38774732,0.02808857,0.09215966,0.27864593,-0.5149162,-0.27560472,0.29581425,0.5676548,0.3622426,0.0049898587,-0.12949827,-0.22270848,-0.1333554,0.4621746,0.20515174,-0.120279595,-0.7526863,-0.24018906,0.18485498,0.062124077,0.13532934,0.55753666,0.1408965,-0.45996672,0.05916713,0.1508523,0.046413854,-0.2662108,0.48751804,-0.029611714,0.49278224,0.3950706,0.22014967,-0.09371798,0.7648609,0.55811805,-0.5738112,0.078406654,0.64044756,0.2268373,-0.33208096,-0.7224355,0.13995394,-0.29035312,-0.06642996,0.56360424,-0.1279653,-0.18057431,-0.25777066,-0.14942573,-0.21370079,0.49335146,0.049933434,-0.15166947,0.40926385,0.7607465,0.23814955,0.5356554,-0.0927952,-0.23621365,0.19107696
MB-2847,-0.67618376,0.35888675,-0.7242282,-0.7690846,-0.2761553,0.1252502,-0.2617762,-0.03218669,0.7170689,0.40445477,-0.16765474,0.03624255,0.3237359,-0.11493727,-0.1935854,0.52332896,-0.7846515,-0.40757906,0.0047887564,0.0047006086,0.7695105,0.38648945,-0.5842921,-0.07030021,0.23087049,0.0039615706,0.06663561,0.5352277,-0.02606444,-0.25709826,0.5037091,-0.043222994,-0.58410674,0.69797266,0.4358378,-0.37111744,0.37306947,0.36418557,0.002707757,-0.2589972,0.21156326,-0.48366198,0.028611794,-0.7627504,0.10244965,0.25097716,-0.3486554,-0.02782885,-0.064292766,0.7249827,-0.29190475,-0.57535946,0.26825896,0.055124074,0.1713996,-0.3551882,0.08690177,0.08556664,0.23618044,-0.22690836,0.63739836,-0.024399072,-0.39705306,0.06451904,0.6022406,-0.33345756,0.09685729,0.3472337,-0.24855272,0.7322031,0.5918633,0.2729041,0.14818224,0.29374513,0.5320773,-0.40055782,0.20662943,0.10485909,-0.40536195,0.02622354,0.16840798,-0.13189264,-0.5076247,-0.1569987,0.71269655,0.22293493,0.47843593,-0.7810247,-0.108838394,-0.06601195,0.0008602645,-0.04874339,-0.7388145,-0.22336307,-0.06889258,0.088409536,0.40926695,0.0669028,-0.23217827,0.5985233
MB-2848,-0.30800328,-0.27095068,-0.34535822,-0.05897192,-0.41363442,-0.13426685,-0.5560738,0.22345749,0.2086393,-0.27899346,0.14663225,0.036883324,0.25417575,0.45656455,0.39171243,0.11767663,-0.038079537,-0.33360478,-0.013401834,0.3327341,0.54502404,-0.42955232,-0.14716394,0.4094834,-0.09655818,0.23104918,0.20520726,0.48402548,-0.4962488,0.43111458,0.00103122,0.35593557,0.023367416,0.44415772,0.60816324,-0.18040484,0.38980564,0.2599997,0.058485374,-0.30339673,0.16627812,-0.2037167,-0.18163489,-0.36708534,-0.2266224,0.20640336,-0.38496894,-0.075880826,0.3367843,0.40472996,-0.054956138,0.00809758,0.25649202,-0.3382798,-0.14821902,-0.50486153,0.33199733,-0.55858314,0.5623807,0.33817035,-0.04150206,-0.011797737,-0.34100956,-0.03399244,0.40785673,0.36617398,0.3285108,0.30787104,-0.21022245,0.5276169,0.31436047,0.056636505,0.34122038,0.319439,0.13902704,0.24296138,-0.18143734,0.39547062,-0.28210598,0.19049361,-0.7614641,0.35140175,-0.266717,0.002199635,-0.23617885,-0.18817511,-0.23145023,0.059214983,0.3323149,0.3242023,-0.36254075,0.19465522,0.05320351,0.2777521,-0.2030603,0.2398695,0.2011531,0.07027937,-0.09855354,0.52599025
MB-2849,0.1390184,-0.2147069,0.42981786,-0.17792648,0.08563352,-0.09746474,-0.75057465,0.23054814,-0.044602245,-0.21231276,0.29492244,0.2651456,-0.455047,0.7565472,-0.41733706,0.24814826,0.020704493,-0.7992821,0.7637923,-0.25945336,-0.10206497,0.07092649,-0.41731244,-0.3839468,-0.32820904,-0.010421693,-0.26107684,0.13652208,-0.25129497,-0.6940586,0.26176548,0.36328754,0.20683143,0.25427258,0.4425621,-0.06523824,-0.11051688,-0.77511144,0.030951276,-0.52618146,-0.21841466,0.25966188,0.07770671,-0.75192153,0.25661445,-0.35988072,0.07719942,-0.3837645,0.31740898,-0.2630169,-0.19598281,-0.25760674,0.07033914,0.09755556,-0.23920639,-0.2977433,0.44933447,-0.05790253,0.5201156,0.800787,0.561337,0.12407005,0.23362517,-0.17612934,0.6580253,0.08005747,0.2193638,0.19741783,-0.26102197,0.17553121,0.18014377,0.04976167,-0.13368383,0.57445896,0.7131959,-0.42488408,-0.06480572,0.24221922,-0.08813405,0.445998,-0.31201187,0.030985225,-0.6474125,-0.42084375,-0.15126744,0.5177014,-0.15391254,-0.39303026,-0.021166949,-0.08558891,0.5381794,0.584847,-0.31447905,-0.015430018,0.2532361,0.47220424,0.08489731,-0.28290376,-0.48271263,0.5739976
MB-2850,-0.06730681,0.38665944,0.31800404,0.2933318,-0.4186113,0.24620774,-0.38651055,0.3090536,0.03445385,0.17458014,-0.2448928,0.18997477,0.14838211,0.27127668,-0.13588849,-0.10283812,0.29377538,-0.14222707,0.019322474,0.0020862874,-0.07381013,0.3330733,-0.1349859,0.26944152,-0.45414048,0.3324342,-0.37444168,-0.1773819,-0.59175134,0.22977573,0.39522642,0.02683334,0.2985944,0.003949374,0.38037607,0.05735875,0.0441995,0.21912637,0.06340547,-0.11310924,0.358578,-0.3251341,0.44541946,-0.02071429,-0.35387695,-0.09518786,0.08637041,0.47679302,-0.2616332,0.24827394,0.45171532,0.26443177,0.092406645,0.12151426,-0.21513061,-0.26407397,0.3289841,-0.045338254,0.34525675,0.13132706,0.35114077,0.37140173,-0.04903626,-0.2804007,0.11754261,-0.14411727,0.16517946,0.36676478,0.00016814843,0.39080408,-0.13610998,-0.29859453,-0.5504793,0.41770443,0.13750221,-0.28629076,0.4376082,0.39284804,0.554867,-0.13611415,-0.038642164,0.38247764,-0.32463685,0.03111142,-0.1248344,0.25067478,0.12442672,-0.30752218,-0.12807088,-0.19941342,0.28782573,0.5449296,0.15469187,-0.1853582,0.25986066,0.36753425,-0.265157,0.11768508,-0.3800413,-0.59913003
MB-2851,-0.15053484,-0.059884757,0.0054065436,0.103692204,-0.37922853,0.037843868,-0.27662712,-0.083126426,0.0008645579,-0.3525808,-0.1290134,0.11972676,0.15688954,0.54210365,0.043669477,0.18532266,-0.313879,0.22754812,-0.5809875,0.32666084,0.37259635,-0.16052565,-0.045852005,-0.012961168,-0.17659156,-0.6188425,-0.09218255,0.04493643,0.079044074,0.3774369,-0.12940148,0.34184033,-0.068374276,0.072904676,0.7162985,-0.3119983,0.3545311,0.46928126,-0.07741485,0.059471615,0.05244211,-0.48522952,-0.25736746,-0.268075,-0.11162343,0.028953988,-0.28129724,0.34393218,0.3328928,0.4300151,0.19001456,-0.40205538,0.27456006,-0.81075203,0.017619282,-0.5894203,-0.13145792,-0.35650623,0.6485561,0.026935197,-0.08961236,-0.036495496,0.4649759,0.6371697,0.31285903,0.19943906,0.5207976,-0.01738754,0.100451425,0.39387453,0.18273185,-0.18869203,0.1958237,0.7323402,0.41144538,0.18441045,-0.08865915,0.25917912,-0.004871741,-0.08396372,-0.5115364,0.5217141,-0.024370335,0.112331316,-0.42953283,-0.3001763,0.051336005,0.2835052,0.29189608,0.4823758,0.47400376,0.022295482,0.022086117,0.237533,0.122975394,0.5322547,0.11632591,-0.12178712,0.36379066,0.17483374
MB-2853,-0.12487414,-0.46540707,0.2364824,0.027017437,0.11170627,0.6568646,-0.5646703,0.19639939,0.19030909,0.04795664,-0.44265896,-0.10143241,0.41852364,-0.67271775,0.004434556,0.17679417,0.2037282,-0.13332844,-0.51511234,-0.43370703,0.1986408,-0.37268165,-0.44682822,0.23967189,0.43520796,0.054599255,-0.20644882,-0.07024178,-0.27867165,0.5549554,0.6432654,-0.07472822,-0.01514481,0.81433105,0.2237345,-0.7193897,0.079269245,0.3112914,-0.22615752,-0.43274206,-0.39889544,0.168899,-0.018061373,0.004659198,-0.67330796,0.052204125,0.15227225,0.057785675,-0.25128564,0.7114694,-0.016033478,-0.17435235,-0.294724,-0.32739353,0.20678864,-0.014273167,0.42238706,-0.08864398,-0.34399167,0.66049135,0.60964286,0.45734268,0.14704001,0.24009319,-0.37398916,0.5983604,0.027587533,0.261551,-0.18480873,0.20722091,0.30422503,0.10512084,0.061340198,-0.17789744,0.69000393,0.24681118,-0.55310845,0.23560235,0.18609329,-0.61540157,-0.0915771,0.22764225,0.022193298,-0.22367342,0.16691193,0.22258168,0.04720696,0.14516512,0.30463424,0.2932484,0.07954787,-0.4645088,0.26662567,0.0069879964,-0.29083484,0.23700538,0.7252948,-0.017069682,0.09611651,-0.123098314
MB-2854,0.5403364,-0.1773889,-0.040098686,-0.5247787,0.36991125,0.55269927,-0.44167873,0.265894,0.17620149,-0.29397282,0.45024997,0.11529238,0.6461173,0.17871435,-0.033153772,-0.25165206,0.5501921,-0.026108272,-0.0004355237,0.07303995,0.30303845,0.09162903,-0.34256658,-0.21311168,-0.01149556,-0.3122515,-0.4078718,0.32584548,-0.3205682,0.6010256,0.5253956,0.6411791,0.21571569,-0.11486349,0.16604427,-0.4542507,0.19735691,0.20141242,-0.19467434,-0.005373493,0.10870716,-0.007880803,-0.11583196,-0.27927393,-0.77623,-0.064636424,0.3317361,-0.3213776,0.00074116886,0.56981397,-0.2151018,0.3924107,0.2199776,-0.052957986,0.060546234,-0.38139528,0.286723,0.48490524,0.20522714,-0.018011466,0.23756024,0.6325007,-0.15136719,0.6684483,-0.10394577,0.7158473,0.47424084,0.13615325,0.4346444,0.02699427,-0.029597664,-0.3410601,0.65136904,-0.55825365,0.41962197,-0.43027687,0.11901389,0.4645951,0.47464767,-0.41655165,-0.11446216,-0.019139849,-0.13192885,0.0047395527,0.4853466,0.116256624,-0.548437,0.28531313,0.2909739,0.2249192,0.1146584,-0.30827376,0.09212412,0.17268838,0.4636596,0.40916762,0.38137203,-0.110369645,0.5459657,0.34292102
